ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
854-53-0368|4299228092023|David|White|M|904 Jay Rest Suite 723|Buchanan|TN|38222|36.4146|-88.1515|2629|Paediatric nurse|1996-03-14|157199405309|adults_2550_male_urban.json
841-99-2980|3525799136621031|Joseph|Blankenship|M|91279 Natalie Place Apt. 172|Seagrove|NC|27341|35.5283|-79.6979|5360|Toxicologist|1977-09-14|908554315130|adults_2550_male_urban.json
794-87-7070|180050863765993|Brent|Anderson|M|14986 Lopez Station Apt. 981|Bellefonte|PA|16823|40.8978|-77.7732|26617|Scientist, product/process development|2003-01-12|412347758641|young_adults_male_urban.json
705-41-6699|342694486959460|Nicole|Gutierrez|F|58874 Lane Trail Suite 213|West Covina|CA|91791|34.0653|-117.8978|108175|Product manager|1992-01-20|772162574642|adults_2550_female_urban.json
103-28-8329|6589026012796117|Deborah|Wood|F|669 Dawson Ranch|Tualatin|OR|97062|45.3727|-122.7631|27434|Barista|1989-09-25|854465343288|adults_2550_female_urban.json
656-64-7193|568430988390|Caroline|Johnson|F|021 Chan Knoll|Wentworth|MO|64873|37.0177|-94.0514|1072|Nutritional therapist|1997-05-16|645986493050|adults_2550_female_rural.json
016-95-1125|2704895543937690|Abigail|Thompson|F|184 Arroyo Unions|Staten Island|NY|10310|40.6324|-74.1172|468730|Scientific laboratory technician|2000-03-21|283281909609|adults_2550_female_urban.json
833-74-4099|3569735779071412|Janet|Kramer|F|356 Black Branch|Lawrenceburg|IN|47025|39.1401|-84.8658|22932|General practice doctor|1994-10-30|314598870934|adults_2550_female_urban.json
690-96-5604|2702755394237339|Nancy|Salas|F|33952 David Common|Wexford|PA|15090|40.612|-80.0649|21202|Research officer, government|1980-06-04|6931334095|adults_2550_female_urban.json
555-06-7902|377947284639207|Kelly|Henderson|F|562 Bray Square|Rockville Centre|NY|11570|40.6637|-73.638|26646|Scientist, marine|1944-11-30|345573371830|adults_50up_female_urban.json
013-87-3453|6011559428434798|Greg|White|M|65564 White Curve Apt. 143|Auburndale|FL|33823|28.0724|-81.8122|28874|Surveyor, building control|1976-12-16|942454203201|adults_2550_male_urban.json
150-95-2451|30026728857441|Justin|Bradley|M|20347 Shannon Isle Suite 558|Reedsville|PA|17084|40.6722|-77.6116|4340|Surveyor, hydrographic|1935-12-04|893060472234|adults_50up_male_urban.json
021-53-1987|349982455877166|Lisa|Ford|F|56996 Christian Junctions|Diamond Springs|CA|95619|38.6865|-120.8145|4842|Estate agent|1999-09-18|349238746179|adults_2550_female_urban.json
728-35-9919|4475987622023410|Christine|Sanders|F|78006 Dalton River|Lampasas|TX|76550|31.068|-98.1834|11586|Designer, furniture|1993-01-06|717621652546|adults_2550_female_urban.json
400-40-3758|4722820055775|William|Fernandez|M|728 Brittany Motorway Suite 884|Oakhurst|CA|93644|37.3476|-119.6449|8637|Loss adjuster, chartered|2001-04-10|594774165062|young_adults_male_urban.json
092-57-5045|374240082547803|Michael|Vasquez|M|0649 Laura Plaza Suite 368|Cedarburg|WI|53012|43.3034|-88.0029|18097|Press sub|1969-12-01|272278386916|adults_50up_male_urban.json
755-83-6386|6011416389448467|Chelsea|Jones|F|1797 Graves Overpass|Swampscott|MA|01907|42.4746|-70.9098|14027|Emergency planning/management officer|1939-04-02|18557023491|adults_50up_female_urban.json
548-03-3047|2264270312073568|Emily|Lloyd|F|0512 Joseph Lock Apt. 872|Mount Prospect|IL|60056|42.0624|-87.9377|55219|Engineer, agricultural|1946-12-19|927264966457|adults_50up_female_urban.json
391-02-1999|3567303718376459|Christopher|Chandler|M|7435 Michelle Forge|East Greenwich|RI|02818|41.6498|-71.474|18082|Clinical scientist, histocompatibility and immunogenetics|1989-07-08|696798167510|adults_2550_male_urban.json
016-22-4524|3563009792513271|Anna|Montgomery|F|52812 Hall Point|Fitchburg|MA|01420|42.5796|-71.8031|40337|Loss adjuster, chartered|1993-04-25|982712248618|adults_2550_female_urban.json
198-03-6190|344077848739283|Hannah|Oconnor|F|821 Shannon Viaduct Suite 857|Okemos|MI|48864|42.7053|-84.4187|20148|Academic librarian|1968-06-07|703412211278|adults_50up_female_urban.json
752-24-0307|3593518638782944|Frank|Davidson|M|81022 James Oval|Tempe|AZ|85281|33.4227|-111.9261|167311|Engineer, agricultural|1994-03-08|34783881794|adults_2550_male_urban.json
857-50-8027|180005391037174|Robert|Brown|M|0948 Jessica Village Suite 138|Lexington|KY|40509|38.0102|-84.4274|296965|Chief Strategy Officer|1993-11-17|795003708324|adults_2550_male_urban.json
395-25-3165|213192886195765|Sonya|Jackson|F|685 Amanda Rapid|Anna|TX|75409|33.3445|-96.5639|11831|Probation officer|2003-01-07|390556494372|young_adults_female_urban.json
564-42-6091|6559398368457768|April|Johnson|F|082 Smith Forges Apt. 504|Newton|NC|28658|35.6498|-81.2425|27022|Surgeon|1974-07-08|612081250349|adults_50up_female_urban.json
586-20-1545|675952245933|Crystal|Shepherd|F|693 Jennifer Turnpike|Guin|AL|35563|33.9676|-87.9024|4340|Radiation protection practitioner|1975-11-14|533318555239|adults_50up_female_urban.json
707-90-9441|2720409610556613|Sergio|Perez|M|604 Luis Port|Bedford|VA|24523|37.3153|-79.5331|18952|Dealer|1986-07-07|551159545038|adults_2550_male_urban.json
157-07-6437|30136462251790|Nichole|Kelley|F|68622 Hansen Oval Suite 938|Prairie City|OR|97869|44.457|-118.6952|1135|Warden/ranger|1994-03-08|811736272332|adults_2550_female_rural.json
249-10-4363|6591166553559049|Caroline|Bailey|F|270 James Landing Apt. 110|North Las Vegas|NV|89032|36.218|-115.1709|214518|Financial manager|1962-08-29|682680502960|adults_50up_female_urban.json
890-37-0226|344770538338842|Joshua|Dean|M|069 Jonathan Circle|Belen|NM|87002|34.6511|-106.6952|22517|Herpetologist|1991-02-24|868445376789|adults_2550_male_urban.json
278-07-7618|4164510463681579|Sharon|Schmidt|F|87800 Sandra Inlet|Reading|MN|56165|43.7136|-95.7389|349|Lecturer, further education|1962-02-24|431600975146|adults_50up_female_rural.json
019-45-5766|373840460843251|Stephanie|Sandoval|F|689 Robert Ports|Modesto|CA|95356|37.7005|-121.0252|255354|Designer, ceramics/pottery|1965-05-25|997774086417|adults_50up_female_urban.json
460-70-2159|4983248262928|Emily|Grant|F|52056 Turner Summit|Racine|WI|53404|42.7433|-87.8053|127302|Graphic designer|1983-10-10|855351142474|adults_2550_female_urban.json
135-24-0430|3599939330517285|Sarah|Harrison|F|67722 Jeremy Lodge Apt. 463|Rutherfordton|NC|28139|35.3706|-81.9781|20111|Engineer, electrical|1981-11-23|226592925057|adults_2550_female_urban.json
450-79-8028|3573660965699988|Kelly|Liu|F|177 Natalie Gardens|Miami|FL|33157|25.6062|-80.3426|1737737|Scientist, physiological|1948-09-21|436101827281|adults_50up_female_urban.json
041-72-6348|213134764472643|Louis|Brown|M|7181 Kimberly Square|Yuba City|CA|95991|39.1051|-121.6202|76660|Sports coach|1978-08-20|430077867350|adults_2550_male_urban.json
462-04-2931|30371452111759|Angela|Zimmerman|F|8602 Cunningham Shoals|Alta Loma|CA|91737|34.1449|-117.5793|63716|Dealer|1990-10-11|954179057407|adults_2550_female_urban.json
788-92-0841|6547421230940772|Scott|Stephens|M|733 Chavez Mills|Rochester|NY|14612|43.2566|-77.6652|478127|Cartographer|1970-10-08|659712201779|adults_50up_male_urban.json
561-36-9135|4220502099450|Tami|Williams|F|24999 Tammy Summit Suite 014|Plainfield|IN|46168|39.6893|-86.3919|30309|IT trainer|1942-03-03|985130504385|adults_50up_female_urban.json
070-98-7002|213147214586838|Michael|Salazar|M|817 Simmons Vista|Greenfield|CA|93927|36.3202|-121.2451|17547|Investment analyst|1965-11-15|576640849040|adults_50up_male_urban.json
639-46-2126|3587729343010715|Nancy|Clark|F|0558 Alex Flats Suite 414|Glastonbury|CT|06033|41.7073|-72.5727|28762|Hydrologist|1992-12-27|603471636817|adults_2550_female_urban.json
007-15-5461|379902355770272|Christopher|Murray|M|6084 Peters Brook Apt. 955|Mc Farland|CA|93250|35.6758|-119.2272|13522|Brewing technologist|1996-06-10|167373214626|adults_2550_male_urban.json
032-44-6148|4996291450461739|Jacqueline|Gallegos|F|84215 Kimberly Course Suite 807|Knoxville|TN|37912|36.0055|-83.9773|391389|Restaurant manager, fast food|1989-04-23|206820189218|adults_2550_female_urban.json
496-94-8580|4218230768104091572|Stephen|Garcia|M|94353 Justin Place Suite 714|Allentown|NJ|08501|40.1589|-74.5909|6582|Database administrator|1967-11-11|301324150974|adults_50up_male_urban.json
638-72-8423|2238585424932143|Louis|Morgan|M|20701 Brown Meadow Suite 299|Cincinnati|OH|45239|39.2045|-84.5799|795220|Product designer|1949-12-25|393489078147|adults_50up_male_urban.json
838-26-8741|2492171747733293|Deanna|Cox|F|557 Johnson Mountains|Everett|WA|98204|47.9017|-122.2472|168159|Clinical scientist, histocompatibility and immunogenetics|1939-02-21|525495436942|adults_50up_female_urban.json
175-37-5712|3581615814876963|Cynthia|Sanchez|F|6153 Mueller Mews|Spring Lake|MI|49456|43.0887|-86.1915|18581|Tax adviser|2002-01-07|377043697499|young_adults_female_urban.json
242-23-1277|3519975817246193|Ashley|Cervantes|F|7013 Paige Throughway Apt. 227|Malone|WI|53049|43.8753|-88.2871|2451|Ship broker|1967-03-10|426453759246|adults_50up_female_rural.json
458-26-3370|4494651909862406|Jacob|Dunn|M|85140 Ryan Ramp|Albany|NY|12205|42.7198|-73.8207|151022|Nurse, mental health|1972-01-15|350577625952|adults_50up_male_urban.json
416-49-7131|213127238656247|Zachary|Santiago|M|10276 Christopher Row|Yorktown|VA|23692|37.1686|-76.4581|45297|Pathologist|1972-07-19|501910534304|adults_50up_male_urban.json
713-78-6975|3578687653269092|Jonathan|Simon|M|8950 Ashley Squares Suite 197|Vallejo|CA|94589|38.1582|-122.2804|119080|Cartographer|1952-04-14|799474178113|adults_50up_male_urban.json
880-97-4579|30189137189499|Anthony|Cooper|M|7879 Fisher Union|Midland|TX|79707|32.0199|-102.1476|134281|Hospital pharmacist|1960-01-21|181630767240|adults_50up_male_urban.json
612-96-4982|3507929049047121|Kathy|York|F|2944 Smith Creek Apt. 927|Verbena|AL|36091|32.7596|-86.5438|3648|Merchant navy officer|1945-12-02|192448210387|adults_50up_female_urban.json
718-31-7945|4512927663723952|Anthony|Baker|M|27674 Reese Terrace|Lakewood|OH|44107|41.4847|-81.8018|52244|Site engineer|1982-10-22|417615395395|adults_2550_male_urban.json
400-61-4303|4047658018569451|Devin|Lang|M|967 Jessica Radial Apt. 852|Katy|TX|77449|29.8323|-95.736|250975|Intelligence analyst|2001-10-23|10941912639|young_adults_male_urban.json
852-09-0196|6011817534430096|Brandon|Mays|M|111 Nicholas Track|Grover|MO|63040|38.5667|-90.631|8512|Systems developer|1966-07-13|984341085947|adults_50up_male_urban.json
189-33-4827|30174654214060|James|Ferrell|M|2717 Chelsey Fall Suite 128|Waverly|MN|55390|45.0413|-93.9545|2473|Plant breeder/geneticist|1947-11-20|675247828337|adults_50up_male_rural.json
453-92-4244|5211947072006428|Melissa|Conway|F|776 Anthony Tunnel|Watsonville|CA|95076|36.9294|-121.7727|82474|Building control surveyor|1959-10-06|247132971054|adults_50up_female_urban.json
706-62-1986|3554601585174328|Kristen|Ponce|F|6157 Nicole Mill|Corona|CA|92879|33.8797|-117.5354|233717|Energy manager|2001-02-01|39255756066|young_adults_female_urban.json
738-76-3908|36184787005057|Richard|Williams|M|87829 Sandy Camp|Miami|FL|33183|25.7|-80.413|1737737|Counsellor|1991-01-11|719359325217|adults_2550_male_urban.json
634-06-3977|3502041792911175|Linda|Gilbert|F|65651 Marc Underpass|Skokie|IL|60076|42.0362|-87.7328|60240|Engineer, production|1998-06-30|50526974031|adults_2550_female_urban.json
344-09-1979|4625827390219620719|Abigail|White|F|946 Schwartz Ford|Ozone Park|NY|11417|40.6769|-73.8448|53828|Customer service manager|1984-06-15|299100773912|adults_2550_female_urban.json
422-31-2860|3592791456083312|William|Davila|M|837 Joshua Fields Apt. 277|Antioch|TN|37013|36.0595|-86.6592|78406|Editor, commissioning|1966-08-18|735125569840|adults_50up_male_urban.json
056-83-5967|4645970108220781137|Nathan|Watkins|M|3531 Perez Freeway Suite 363|Reddick|FL|32686|29.3754|-82.244|5003|Buyer, retail|1987-01-16|641973014853|adults_2550_male_urban.json
447-19-3542|3526527354352099|Anthony|Taylor|M|6253 Munoz Turnpike Apt. 983|Florence|AZ|85132|32.9969|-111.3612|33556|Chartered legal executive (England and Wales)|1967-08-15|942366059286|adults_50up_male_urban.json
883-28-9693|38406335693920|Susan|Villanueva|F|07806 Mendoza Union Apt. 773|York|SC|29745|34.9947|-81.2245|28919|Charity officer|1965-08-06|827032404064|adults_50up_female_urban.json
750-53-3572|4431074279907725|Shane|Sullivan|M|701 Barry Isle Apt. 464|Petoskey|MI|49770|45.3559|-84.9133|16862|Video editor|1969-04-28|633689933561|adults_50up_male_urban.json
807-88-1327|3508501657905525|Matthew|Bush|M|53817 Karen Trace|Roseland|VA|22967|37.8077|-78.9712|1956|Equality and diversity officer|1981-09-13|387923438251|adults_2550_male_rural.json
516-88-6930|4155778817884795134|Steven|Ellis|M|2411 Joshua Square|Hartford|MI|49057|42.2088|-86.1687|6795|Data scientist|1964-05-26|165340472930|adults_50up_male_urban.json
534-81-0372|4827567043103856958|Mary|Buchanan|F|887 Torres Curve Suite 243|Leesburg|IN|46538|41.3266|-85.816|3867|Radio broadcast assistant|1972-10-19|847346136203|adults_50up_female_urban.json
152-46-4660|30292842222314|Amanda|Stewart|F|4523 Elizabeth Key|Columbus|OH|43205|39.9569|-82.9644|783285|Data scientist|1992-01-12|491227929210|adults_2550_female_urban.json
167-69-4941|5167275208854741|Tracy|Webster|F|751 Mccullough Dam|Chehalis|WA|98532|46.6382|-122.9658|23596|Structural engineer|1930-01-25|335509428125|adults_50up_female_urban.json
633-29-7307|345093983430181|Samuel|Rhodes|M|637 Morrison Pass|Viola|AR|72583|36.3924|-91.9932|1679|Banker|1976-08-23|734046190261|adults_2550_male_rural.json
152-92-7007|375045547813768|Robert|Roberts|M|629 Douglas Hollow Suite 851|Lubbock|TX|79401|33.5865|-101.8606|254282|Therapeutic radiographer|1968-05-29|415564345551|adults_50up_male_urban.json
420-82-4479|6011879232648700|Rodney|Turner|M|8730 Eric Hills Suite 146|Bland|VA|24315|37.1376|-81.0201|3774|Editorial assistant|2003-04-21|998545049093|young_adults_male_urban.json
251-04-1956|4195979647158904291|Anthony|Flores|M|2045 Fields Knolls|Channelview|TX|77530|29.7914|-95.1317|31086|Art therapist|1990-12-03|319072502814|adults_2550_male_urban.json
079-66-3176|4192855445189522|Alexandria|Holmes|F|6521 Eric Forges Apt. 898|Austin|TX|78705|30.2896|-97.7396|940359|Ship broker|1961-10-19|608650755338|adults_50up_female_urban.json
822-15-6838|30112075452794|Kelly|Cordova|F|401 David Square|Kilgore|TX|75662|32.3836|-94.8653|24536|Curator|1996-04-19|252063243203|adults_2550_female_urban.json
215-17-1288|6011107603108900|John|Kerr|M|40119 Briana Flats|New Vienna|OH|45159|39.3321|-83.6882|3392|Electrical engineer|1962-01-05|385132297208|adults_50up_male_urban.json
150-96-4545|3552893891190831|Mike|Brandt|M|013 Richardson Radial|Cincinnati|OH|45240|39.2851|-84.5288|795220|Electrical engineer|1969-10-05|740622725268|adults_50up_male_urban.json
186-46-6220|6011836151718278|Pamela|Bush|F|57164 Burke Inlet|Buford|GA|30519|34.0797|-83.9308|85023|Producer, radio|1949-12-15|606560507722|adults_50up_female_urban.json
876-55-3094|2552071678112664|Michael|Madden|M|53539 Martinez Villages|Yakima|WA|98908|46.6165|-120.7094|126248|Photographer|1966-08-12|548575559029|adults_50up_male_urban.json
731-99-9535|3565796784271144|Katherine|Hall|F|10170 Patrick Springs|Wickliffe|KY|42087|36.968|-89.0177|2419|Journalist, newspaper|2000-04-04|331368480731|adults_2550_female_rural.json
099-98-1254|4734778485880062|Sheryl|Wilson|F|6770 Gregory Shoals Suite 276|Columbus|MS|39702|33.4812|-88.3554|50547|Contractor|1987-03-16|787321019258|adults_2550_female_urban.json
783-15-9321|4889778280647966|Lisa|Gomez|F|0090 Mary Keys Apt. 561|Gastonia|NC|28054|35.2495|-81.133|102620|Phytotherapist|1993-02-20|452506441704|adults_2550_female_urban.json
678-32-4057|4911415208507|Julia|Boyer|F|0790 Gray Loaf Suite 917|Staten Island|NY|10305|40.5973|-74.0768|468730|Chiropodist|1961-02-25|741701613051|adults_50up_female_urban.json
509-65-5564|4563718344049638|Lori|Rubio|F|541 Simmons Key|Boone|IA|50036|42.0694|-93.8781|16287|Camera operator|2002-05-13|904741461466|young_adults_female_urban.json
824-39-7093|4366498782082974|Christy|Hayden|F|8969 Alexa Lakes Suite 232|Hephzibah|GA|30815|33.3433|-82.0887|39640|Hydrologist|1981-11-12|480366846226|adults_2550_female_urban.json
881-09-3336|6542493631230348|Julie|Castro|F|0324 Anthony Turnpike Suite 820|Brooklyn|NY|11206|40.7012|-73.9436|2504700|Radiographer, diagnostic|1973-09-09|24834504859|adults_50up_female_urban.json
086-41-9857|4651623198189847135|Kyle|Mejia|M|9636 Drew Extensions Apt. 476|Santa Monica|CA|90402|34.0349|-118.503|92043|Forest/woodland manager|1963-06-10|647951221385|adults_50up_male_urban.json
547-48-1851|377342575409009|Michael|Mccormick|M|8645 Amanda Freeway|Hudsonville|MI|49426|42.8748|-85.8751|33244|Probation officer|1993-06-16|10258404917|adults_2550_male_urban.json
403-33-4930|2244327560417767|Tammy|Cook|F|24815 Guzman Via Suite 700|Birmingham|AL|35210|33.5452|-86.6655|493806|Educational psychologist|1956-09-16|488037805314|adults_50up_female_urban.json
140-01-6565|4591123829651|Jocelyn|Russo|F|2954 Christopher Land|Marshfield|MO|65706|37.3312|-92.925|14439|Education officer, environmental|1967-08-11|963762718927|adults_50up_female_urban.json
855-74-3678|501889317340|Meredith|Jackson|F|694 Christopher Land Apt. 910|Ocala|FL|34472|29.1253|-82.0086|207224|Secondary school teacher|1940-10-31|847977549843|adults_50up_female_urban.json
465-87-8097|2243344762639347|Nicholas|Lopez|M|2044 Christine Gateway|Oklahoma City|OK|73119|35.421|-97.5616|640470|Merchant navy officer|1993-12-22|754122826432|adults_2550_male_urban.json
088-02-7683|4636694118005374|Terry|Barajas|M|48964 Lambert Curve|Gatesville|TX|76596|31.3902|-97.7993|23609|Surveyor, land/geomatics|1983-11-12|635831790274|adults_2550_male_urban.json
174-65-8075|372158624150278|Seth|Davenport|M|4494 Graham Expressway Suite 728|Fairborn|OH|45324|39.8053|-84.0198|40529|Printmaker|1988-09-03|206387017789|adults_2550_male_urban.json
236-24-0588|30427617075873|Jimmy|Rodriguez|M|51342 Karen View|Ontario|CA|91762|34.0584|-117.6665|166856|Government social research officer|1930-11-15|981671672588|adults_50up_male_urban.json
218-75-0068|213161371504161|Jacqueline|Hickman|F|2017 Gibson Grove|Minden|LA|71055|32.6323|-93.2886|20268|Therapist, music|1960-04-12|7121082878|adults_50up_female_urban.json
045-84-7424|343045018961640|Cassandra|Hanna|F|03266 Holland Shoal Apt. 147|Warwick|RI|02889|41.7141|-71.3901|77398|Podiatrist|1980-08-01|887923883372|adults_2550_female_urban.json
702-78-2152|345837767499618|Peter|Shepherd|M|6108 Mcpherson Springs|Alton|MO|65606|36.6929|-91.3971|3613|Environmental manager|2000-01-07|754400743200|adults_2550_male_urban.json
