ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
080-67-4122|6011865577908270|Carol|Jones|F|22259 Donna Mall Suite 177|Bloomington|IN|47404|39.195|-86.5757|126925|Quality manager|1994-05-29|649445028286|adults_2550_female_urban.json
854-53-0368|4299228092023|Deanna|White|F|904 Jay Rest Suite 723|Terre Haute|IN|47803|39.4657|-87.354|95238|Paediatric nurse|2007-03-14|157199405309|young_adults_female_urban.json
841-99-2980|3525799136621031|Joseph|Blankenship|M|91279 Natalie Place Apt. 172|Reidsville|NC|27320|36.3432|-79.6642|39351|Toxicologist|1988-09-14|908554315130|adults_2550_male_urban.json
794-87-7070|180050863765993|Anne|Anderson|F|14986 Lopez Station Apt. 981|Turlock|CA|95382|37.5239|-120.8517|77377|Scientist, product/process development|1939-01-12|412347758641|adults_50up_female_urban.json
705-41-6699|342694486959460|Nicole|Gutierrez|F|58874 Lane Trail Suite 213|Cheyenne|WY|82007|41.1084|-104.8107|86283|Product manager|1981-01-20|772162574642|adults_2550_female_urban.json
103-28-8329|6589026012796117|Deborah|Wood|F|669 Dawson Ranch|Nashville|AR|71852|33.9576|-93.8707|10102|Barista|1967-09-25|854465343288|adults_50up_female_urban.json
656-64-7193|568430988390|Christopher|Johnson|M|021 Chan Knoll|Cleveland|OH|44144|41.4385|-81.7398|769341|Nutritional therapist|1989-05-16|645986493050|adults_2550_male_urban.json
016-95-1125|2704895543937690|Abigail|Thompson|F|184 Arroyo Unions|Frisco|TX|75034|33.1499|-96.8241|120276|Scientific laboratory technician|1973-03-21|283281909609|adults_50up_female_urban.json
833-74-4099|3569735779071412|James|Kramer|M|356 Black Branch|Indianapolis|IN|46254|39.849|-86.272|910148|General practice doctor|1949-10-30|314598870934|adults_50up_male_urban.json
690-96-5604|2702755394237339|Nancy|Salas|F|33952 David Common|Ocala|FL|34476|29.1159|-82.2422|207224|Research officer, government|1933-06-04|6931334095|adults_50up_female_urban.json
555-06-7902|377947284639207|Kelly|Henderson|F|562 Bray Square|Alta Loma|CA|91701|34.1376|-117.5999|63716|Scientist, marine|1992-11-30|345573371830|adults_2550_female_urban.json
013-87-3453|6011559428434798|Greg|White|M|65564 White Curve Apt. 143|Lowell|MA|01852|42.6344|-71.2983|106541|Surveyor, building control|1958-12-16|942454203201|adults_50up_male_urban.json
150-95-2451|30026728857441|Justin|Bradley|M|20347 Shannon Isle Suite 558|Thomasville|GA|31757|30.8536|-83.8883|34286|Surveyor, hydrographic|1942-12-04|893060472234|adults_50up_male_urban.json
021-53-1987|349982455877166|Lisa|Ford|F|56996 Christian Junctions|Gladewater|TX|75647|32.5559|-94.932|13196|Estate agent|1944-09-18|349238746179|adults_50up_female_urban.json
728-35-9919|4475987622023410|Christine|Sanders|F|78006 Dalton River|Deer Park|WA|99006|47.9486|-117.4436|11946|Designer, furniture|1983-01-06|717621652546|adults_2550_female_urban.json
400-40-3758|4722820055775|William|Fernandez|M|728 Brittany Motorway Suite 884|Carson City|NV|89706|39.2025|-119.7526|61818|Loss adjuster, chartered|1959-04-10|594774165062|adults_50up_male_urban.json
092-57-5045|374240082547803|Melissa|Vasquez|F|0649 Laura Plaza Suite 368|Colville|WA|99114|48.578|-117.8645|12018|Press sub|1955-12-01|272278386916|adults_50up_female_urban.json
755-83-6386|6011416389448467|Cole|Jones|M|1797 Graves Overpass|Virginia Beach|VA|23452|36.8348|-76.0961|437994|Emergency planning/management officer|1995-04-02|18557023491|adults_2550_male_urban.json
548-03-3047|2264270312073568|Eric|Lloyd|M|0512 Joseph Lock Apt. 872|Kirkland|WA|98034|47.7188|-122.1966|74745|Engineer, agricultural|1966-12-19|927264966457|adults_50up_male_urban.json
391-02-1999|3567303718376459|Caitlin|Chandler|F|7435 Michelle Forge|Marble Falls|TX|78654|30.5723|-98.2073|23062|Clinical scientist, histocompatibility and immunogenetics|1988-07-08|696798167510|adults_2550_female_urban.json
016-22-4524|3563009792513271|Anna|Montgomery|F|52812 Hall Point|Cedartown|GA|30125|34.0112|-85.2459|24352|Loss adjuster, chartered|2006-04-25|982712248618|young_adults_female_urban.json
198-03-6190|344077848739283|Gregory|Oconnor|M|821 Shannon Viaduct Suite 857|Westfield|IN|46074|40.0489|-86.1499|26745|Academic librarian|2001-06-07|703412211278|young_adults_male_urban.json
752-24-0307|3593518638782944|Erica|Davidson|F|81022 James Oval|Price|UT|84501|39.602|-110.8081|13612|Engineer, agricultural|1960-03-08|34783881794|adults_50up_female_urban.json
857-50-8027|180005391037174|Robert|Brown|M|0948 Jessica Village Suite 138|Independence|MO|64053|39.105|-94.4625|123373|Chief Strategy Officer|1955-11-17|795003708324|adults_50up_male_urban.json
395-25-3165|213192886195765|Sonya|Jackson|F|685 Amanda Rapid|Roseville|CA|95678|38.7609|-121.2867|122853|Probation officer|1978-01-07|390556494372|adults_2550_female_urban.json
564-42-6091|6559398368457768|Aaron|Johnson|M|082 Smith Forges Apt. 504|Lake City|SC|29560|33.8655|-79.7418|13664|Surgeon|1993-07-08|612081250349|adults_2550_male_urban.json
586-20-1545|675952245933|David|Shepherd|M|693 Jennifer Turnpike|Springfield|OR|97478|44.0561|-122.9171|73885|Radiation protection practitioner|1956-11-14|533318555239|adults_50up_male_urban.json
707-90-9441|2720409610556613|Sergio|Perez|M|604 Luis Port|Nashua|NH|03060|42.7564|-71.4667|86494|Dealer|1969-07-07|551159545038|adults_50up_male_urban.json
157-07-6437|30136462251790|Nichole|Kelley|F|68622 Hansen Oval Suite 938|Canon City|CO|81212|38.4451|-105.2178|29742|Warden/ranger|1962-03-08|811736272332|adults_50up_female_urban.json
249-10-4363|6591166553559049|Christopher|Bailey|M|270 James Landing Apt. 110|Bronx|NY|10458|40.8633|-73.8895|1382480|Financial manager|1992-08-29|682680502960|adults_2550_male_urban.json
890-37-0226|344770538338842|Joshua|Dean|M|069 Jonathan Circle|Ventura|CA|93004|34.2788|-119.1651|112613|Herpetologist|2003-02-24|868445376789|young_adults_male_urban.json
278-07-7618|4164510463681579|Sean|Schmidt|M|87800 Sandra Inlet|Houston|TX|77040|29.8744|-95.5278|2906700|Lecturer, further education|1979-02-24|431600975146|adults_2550_male_urban.json
019-45-5766|373840460843251|Steven|Sandoval|M|689 Robert Ports|Lafayette|LA|70506|30.2077|-92.0656|151705|Designer, ceramics/pottery|1944-05-25|997774086417|adults_50up_male_urban.json
460-70-2159|4983248262928|Evan|Grant|M|52056 Turner Summit|Crawfordsville|IN|47933|40.0325|-86.9074|27937|Graphic designer|1960-10-10|855351142474|adults_50up_male_urban.json
135-24-0430|3599939330517285|Ryan|Harrison|M|67722 Jeremy Lodge Apt. 463|Simpsonville|SC|29681|34.7512|-82.255|74264|Engineer, electrical|1976-11-23|226592925057|adults_2550_male_urban.json
450-79-8028|3573660965699988|Joseph|Liu|M|177 Natalie Gardens|Lexington|TN|38351|35.6512|-88.3927|17603|Scientist, physiological|1976-09-21|436101827281|adults_2550_male_urban.json
041-72-6348|213134764472643|Lisa|Brown|F|7181 Kimberly Square|Winnett|MT|59087|46.9438|-108.3184|436|Sports coach|2005-08-20|430077867350|young_adults_female_rural.json
462-04-2931|30371452111759|Angela|Zimmerman|F|8602 Cunningham Shoals|San Antonio|TX|78209|29.4821|-98.4554|1595797|Dealer|1969-10-11|954179057407|adults_50up_female_urban.json
788-92-0841|6547421230940772|Scott|Stephens|M|733 Chavez Mills|Little Rock|AR|72223|34.7902|-92.5044|214454|Cartographer|1998-10-08|659712201779|adults_2550_male_urban.json
561-36-9135|4220502099450|Tami|Williams|F|24999 Tammy Summit Suite 014|Cary|NC|27511|35.7641|-78.7786|131592|IT trainer|1961-03-03|985130504385|adults_50up_female_urban.json
070-98-7002|213147214586838|Melissa|Salazar|F|817 Simmons Vista|Norwalk|CA|90650|33.9056|-118.0818|105549|Investment analyst|1970-11-15|576640849040|adults_50up_female_urban.json
639-46-2126|3587729343010715|Nancy|Clark|F|0558 Alex Flats Suite 414|Toston|MT|59643|46.1709|-111.5899|437|Hydrologist|1955-12-27|603471636817|adults_50up_female_rural.json
007-15-5461|379902355770272|Christopher|Murray|M|6084 Peters Brook Apt. 955|Squires|MO|65755|36.8504|-92.5844|519|Brewing technologist|1975-06-10|167373214626|adults_50up_male_rural.json
032-44-6148|4996291450461739|Jacqueline|Gallegos|F|84215 Kimberly Course Suite 807|Homer Glen|IL|60491|41.6028|-87.9599|22743|Restaurant manager, fast food|1976-04-23|206820189218|adults_2550_female_urban.json
496-94-8580|4218230768104091572|Stephen|Garcia|M|94353 Justin Place Suite 714|Melrose|MA|02176|42.4581|-71.0632|26983|Database administrator|1948-11-11|301324150974|adults_50up_male_urban.json
638-72-8423|2238585424932143|Lisa|Morgan|F|20701 Brown Meadow Suite 299|Mineral Point|MO|63660|37.9156|-90.7193|4276|Product designer|1991-12-25|393489078147|adults_2550_female_urban.json
838-26-8741|2492171747733293|David|Cox|M|557 Johnson Mountains|Woodstock|GA|30189|34.1281|-84.5717|89239|Clinical scientist, histocompatibility and immunogenetics|1991-02-21|525495436942|adults_2550_male_urban.json
175-37-5712|3581615814876963|Cynthia|Sanchez|F|6153 Mueller Mews|New York City|NY|10065|40.7651|-73.9638|1577385|Tax adviser|1966-01-07|377043697499|adults_50up_female_urban.json
242-23-1277|3519975817246193|Ashley|Cervantes|F|7013 Paige Throughway Apt. 227|Cleveland|OH|44108|41.5349|-81.609|769341|Ship broker|1994-03-10|426453759246|adults_2550_female_urban.json
458-26-3370|4494651909862406|Jacob|Dunn|M|85140 Ryan Ramp|Woodbridge|VA|22193|38.6438|-77.3451|184039|Nurse, mental health|1966-01-15|350577625952|adults_50up_male_urban.json
416-49-7131|213127238656247|Zachary|Santiago|M|10276 Christopher Row|Erlanger|KY|41018|39.0082|-84.5977|27345|Pathologist|1940-07-19|501910534304|adults_50up_male_urban.json
713-78-6975|3578687653269092|Kathleen|Simon|F|8950 Ashley Squares Suite 197|Leonia|NJ|07605|40.8629|-73.9879|8950|Cartographer|1987-04-14|799474178113|adults_2550_female_urban.json
880-97-4579|30189137189499|Amy|Cooper|F|7879 Fisher Union|Concord|NH|03301|43.2185|-71.5277|48532|Hospital pharmacist|1968-01-21|181630767240|adults_50up_female_urban.json
612-96-4982|3507929049047121|Jonathan|York|M|2944 Smith Creek Apt. 927|Port Jefferson Station|NY|11776|40.9136|-73.0464|24235|Merchant navy officer|1987-12-02|192448210387|adults_2550_male_urban.json
718-31-7945|4512927663723952|Amy|Baker|F|27674 Reese Terrace|Hialeah|FL|33012|25.8654|-80.3059|347944|Site engineer|1951-10-22|417615395395|adults_50up_female_urban.json
400-61-4303|4047658018569451|Devin|Lang|M|967 Jessica Radial Apt. 852|San Antonio|TX|78207|29.4229|-98.526|1595797|Intelligence analyst|1954-10-23|10941912639|adults_50up_male_urban.json
852-09-0196|6011817534430096|Brandon|Mays|M|111 Nicholas Track|Tulsa|OK|74136|36.0605|-95.9452|413574|Systems developer|1964-07-13|984341085947|adults_50up_male_urban.json
189-33-4827|30174654214060|Jasmine|Ferrell|F|2717 Chelsey Fall Suite 128|Sacramento|CA|95821|38.6239|-121.3837|757530|Plant breeder/geneticist|1978-11-20|675247828337|adults_2550_female_urban.json
453-92-4244|5211947072006428|Michael|Conway|M|776 Anthony Tunnel|Hasbrouck Heights|NJ|07604|40.8623|-74.0756|11842|Building control surveyor|1959-10-06|247132971054|adults_50up_male_urban.json
706-62-1986|3554601585174328|Kristen|Ponce|F|6157 Nicole Mill|Irvine|CA|92620|33.7009|-117.7564|212569|Energy manager|1999-02-01|39255756066|adults_2550_female_urban.json
738-76-3908|36184787005057|Richard|Williams|M|87829 Sandy Camp|Albuquerque|NM|87123|35.0717|-106.509|641349|Counsellor|1986-01-11|719359325217|adults_2550_male_urban.json
634-06-3977|3502041792911175|Linda|Gilbert|F|65651 Marc Underpass|Miami|FL|33143|25.7022|-80.2978|1737737|Engineer, production|1979-06-30|50526974031|adults_2550_female_urban.json
344-09-1979|4625827390219620719|Abigail|White|F|946 Schwartz Ford|Cottondale|FL|32431|30.8004|-85.3847|4983|Customer service manager|1976-06-15|299100773912|adults_2550_female_urban.json
422-31-2860|3592791456083312|William|Davila|M|837 Joshua Fields Apt. 277|Lewisville|TX|75067|33.0198|-96.9925|109212|Editor, commissioning|2003-08-18|735125569840|young_adults_male_urban.json
056-83-5967|4645970108220781137|Mikayla|Watkins|F|3531 Perez Freeway Suite 363|Las Vegas|NV|89113|36.0854|-115.2566|1417793|Buyer, retail|1976-01-16|641973014853|adults_50up_female_urban.json
447-19-3542|3526527354352099|Amy|Taylor|F|6253 Munoz Turnpike Apt. 983|Phoenix|AZ|85023|33.6324|-112.1118|1312922|Chartered legal executive (England and Wales)|1961-08-15|942366059286|adults_50up_female_urban.json
883-28-9693|38406335693920|Susan|Villanueva|F|07806 Mendoza Union Apt. 773|Duarte|CA|91010|34.1407|-117.9567|27465|Charity officer|1982-08-06|827032404064|adults_2550_female_urban.json
750-53-3572|4431074279907725|Shane|Sullivan|M|701 Barry Isle Apt. 464|Greensburg|PA|15601|40.3074|-79.5424|59483|Video editor|1978-04-28|633689933561|adults_2550_male_urban.json
807-88-1327|3508501657905525|Matthew|Bush|M|53817 Karen Trace|Holland|MI|49424|42.8135|-86.1426|89737|Equality and diversity officer|1934-09-13|387923438251|adults_50up_male_urban.json
516-88-6930|4155778817884795134|Steven|Ellis|M|2411 Joshua Square|Boonville|IN|47601|38.0474|-87.262|13896|Data scientist|2001-05-26|165340472930|young_adults_male_urban.json
534-81-0372|4827567043103856958|Mary|Buchanan|F|887 Torres Curve Suite 243|Huntington|WV|25704|38.3849|-82.5036|74975|Radio broadcast assistant|1964-10-19|847346136203|adults_50up_female_urban.json
152-46-4660|30292842222314|Amanda|Stewart|F|4523 Elizabeth Key|Carmel|IN|46032|39.9712|-86.1245|77123|Data scientist|1952-01-12|491227929210|adults_50up_female_urban.json
167-69-4941|5167275208854741|Wayne|Webster|M|751 Mccullough Dam|Staten Island|NY|10312|40.5457|-74.1792|468730|Structural engineer|1959-01-25|335509428125|adults_50up_male_urban.json
633-29-7307|345093983430181|Samuel|Rhodes|M|637 Morrison Pass|Mccleary|WA|98557|47.0297|-123.273|3225|Banker|1998-08-23|734046190261|adults_2550_male_urban.json
152-92-7007|375045547813768|Regina|Roberts|F|629 Douglas Hollow Suite 851|Chicago|IL|60611|41.8971|-87.6223|2680484|Therapeutic radiographer|1986-05-29|415564345551|adults_2550_female_urban.json
420-82-4479|6011879232648700|Rodney|Turner|M|8730 Eric Hills Suite 146|Franklinville|NJ|08322|39.6156|-75.0409|10524|Editorial assistant|1937-04-21|998545049093|adults_50up_male_urban.json
251-04-1956|4195979647158904291|Amy|Flores|F|2045 Fields Knolls|Crownsville|MD|21032|39.0489|-76.5935|8848|Art therapist|1976-12-03|319072502814|adults_2550_female_urban.json
079-66-3176|4192855445189522|Alexandria|Holmes|F|6521 Eric Forges Apt. 898|Fullerton|CA|92835|33.8994|-117.9063|134733|Ship broker|1977-10-19|608650755338|adults_2550_female_urban.json
822-15-6838|30112075452794|Joseph|Cordova|M|401 David Square|Sutter Creek|CA|95685|38.4175|-120.7951|4680|Curator|1969-04-19|252063243203|adults_50up_male_urban.json
215-17-1288|6011107603108900|Julie|Kerr|F|40119 Briana Flats|Alpharetta|GA|30022|34.0268|-84.2422|165556|Electrical engineer|1944-01-05|385132297208|adults_50up_female_urban.json
150-96-4545|3552893891190831|Michelle|Brandt|F|013 Richardson Radial|Silver Spring|MD|20906|39.084|-77.0613|282095|Electrical engineer|1996-10-05|740622725268|adults_2550_female_urban.json
186-46-6220|6011836151718278|Pamela|Bush|F|57164 Burke Inlet|Richmond|MI|48062|42.8389|-82.7996|9373|Producer, radio|1978-12-15|606560507722|adults_2550_female_urban.json
876-55-3094|2552071678112664|Michael|Madden|M|53539 Martinez Villages|Denver|NY|12421|42.2522|-74.5407|470|Photographer|1973-08-12|548575559029|adults_50up_male_rural.json
731-99-9535|3565796784271144|John|Hall|M|10170 Patrick Springs|Nashville|TN|37206|36.1798|-86.7411|431336|Journalist, newspaper|1970-04-04|331368480731|adults_50up_male_urban.json
099-98-1254|4734778485880062|Sheryl|Wilson|F|6770 Gregory Shoals Suite 276|Yorktown|TX|78164|28.9892|-97.5121|3796|Contractor|1951-03-16|787321019258|adults_50up_female_urban.json
783-15-9321|4889778280647966|Lisa|Gomez|F|0090 Mary Keys Apt. 561|Brooklyn|NY|11211|40.7095|-73.9563|2504700|Phytotherapist|1980-02-20|452506441704|adults_2550_female_urban.json
678-32-4057|4911415208507|Julia|Boyer|F|0790 Gray Loaf Suite 917|Gastonia|NC|28052|35.2449|-81.2194|102620|Chiropodist|1973-02-25|741701613051|adults_50up_female_urban.json
509-65-5564|4563718344049638|Lori|Rubio|F|541 Simmons Key|Scranton|PA|18505|41.3914|-75.6657|95251|Camera operator|1996-05-13|904741461466|adults_2550_female_urban.json
824-39-7093|4366498782082974|Christy|Hayden|F|8969 Alexa Lakes Suite 232|Denver|CO|80205|39.759|-104.9661|990452|Hydrologist|1978-11-12|480366846226|adults_2550_female_urban.json
881-09-3336|6542493631230348|John|Castro|M|0324 Anthony Turnpike Suite 820|Logan|UT|84341|41.7759|-111.8068|64183|Radiographer, diagnostic|1956-09-09|24834504859|adults_50up_male_urban.json
086-41-9857|4651623198189847135|Kyle|Mejia|M|9636 Drew Extensions Apt. 476|Manchester|NH|03104|43.0073|-71.4482|113733|Forest/woodland manager|1995-06-10|647951221385|adults_2550_male_urban.json
547-48-1851|377342575409009|Melissa|Mccormick|F|8645 Amanda Freeway|Denton|TX|76207|33.2285|-97.1813|139552|Probation officer|1977-06-16|10258404917|adults_2550_female_urban.json
403-33-4930|2244327560417767|Timothy|Cook|M|24815 Guzman Via Suite 700|San Bernardino|CA|92410|34.1069|-117.2975|236660|Educational psychologist|1968-09-16|488037805314|adults_50up_male_urban.json
140-01-6565|4591123829651|Jocelyn|Russo|F|2954 Christopher Land|Bronx|NY|10460|40.8409|-73.8794|1382480|Education officer, environmental|1990-08-11|963762718927|adults_2550_female_urban.json
855-74-3678|501889317340|Meredith|Jackson|F|694 Christopher Land Apt. 910|Clintwood|VA|24228|37.1592|-82.4453|7016|Secondary school teacher|1977-10-31|847977549843|adults_2550_female_urban.json
465-87-8097|2243344762639347|Monica|Lopez|F|2044 Christine Gateway|Washington|DC|20001|38.9122|-77.0177|601723|Merchant navy officer|1971-12-22|754122826432|adults_50up_female_urban.json
088-02-7683|4636694118005374|Susan|Barajas|F|48964 Lambert Curve|Bloomington|IL|61701|40.4783|-88.9893|84349|Surveyor, land/geomatics|1998-11-12|635831790274|adults_2550_female_urban.json
174-65-8075|372158624150278|Seth|Davenport|M|4494 Graham Expressway Suite 728|Valdosta|GA|31605|30.946|-83.2474|94325|Printmaker|1975-09-03|206387017789|adults_50up_male_urban.json
236-24-0588|30427617075873|Judith|Rodriguez|F|51342 Karen View|Bayou La Batre|AL|36509|30.408|-88.2507|1983|Government social research officer|1971-11-15|981671672588|adults_50up_female_rural.json
218-75-0068|213161371504161|James|Hickman|M|2017 Gibson Grove|Las Vegas|NV|89131|36.2956|-115.2419|1417793|Therapist, music|1978-04-12|7121082878|adults_2550_male_urban.json
045-84-7424|343045018961640|Cassandra|Hanna|F|03266 Holland Shoal Apt. 147|Florence|CO|81226|38.385|-105.1232|9066|Podiatrist|1991-08-01|887923883372|adults_2550_female_urban.json
